,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
181,portland,200,13,38,0.342,12,27,0.444,1,11,0.091,18,25,0.72,1,22,23,3,3,4,10,19,45,21,48,0.438,12,29,0.414,9,19,0.474,9,13,0.692,5,23,28,13,3,1,9,21,60,202201735,1
182,stephen-f-austin,200,21,49,0.429,16,31,0.516,5,18,0.278,16,24,0.667,4,17,21,16,8,4,16,21,63,22,52,0.423,16,39,0.41,6,13,0.462,22,26,0.846,11,24,35,11,6,3,18,23,72,202201736,1
183,sam-houston-state,200,22,52,0.423,16,39,0.41,6,13,0.462,22,26,0.846,11,24,35,11,6,3,18,23,72,21,49,0.429,16,31,0.516,5,18,0.278,16,24,0.667,4,17,21,16,8,4,16,21,63,202201736,0
184,western-carolina,200,25,59,0.424,19,44,0.432,6,15,0.4,7,13,0.538,10,15,25,13,8,2,11,22,63,29,48,0.604,19,30,0.633,10,18,0.556,14,27,0.519,7,23,30,22,6,3,14,15,82,202201737,1
185,samford,200,29,48,0.604,19,30,0.633,10,18,0.556,14,27,0.519,7,23,30,22,6,3,14,15,82,25,59,0.424,19,44,0.432,6,15,0.4,7,13,0.538,10,15,25,13,8,2,11,22,63,202201737,0
186,loyola-marymount,200,26,49,0.531,16,27,0.593,10,22,0.455,10,13,0.769,8,22,30,15,6,2,6,15,72,18,46,0.391,9,22,0.409,9,24,0.375,8,13,0.615,7,16,23,14,3,1,8,14,53,202201738,0
187,san-diego,200,18,46,0.391,9,22,0.409,9,24,0.375,8,13,0.615,7,16,23,14,3,1,8,14,53,26,49,0.531,16,27,0.593,10,22,0.455,10,13,0.769,8,22,30,15,6,2,6,15,72,202201738,1
188,pepperdine,200,20,57,0.351,15,41,0.366,5,16,0.313,11,26,0.423,11,26,37,9,1,2,14,15,56,32,68,0.471,23,43,0.535,9,25,0.36,4,10,0.4,10,31,41,17,10,3,9,21,77,202201739,1
189,san-francisco,200,32,68,0.471,23,43,0.535,9,25,0.36,4,10,0.4,10,31,41,17,10,3,9,21,77,20,57,0.351,15,41,0.366,5,16,0.313,11,26,0.423,11,26,37,9,1,2,14,15,56,202201739,0
190,memphis,200,28,60,0.467,19,40,0.475,9,20,0.45,20,24,0.833,11,19,30,20,14,4,11,18,85,28,54,0.519,21,34,0.618,7,20,0.35,12,19,0.632,6,22,28,14,4,5,18,19,75,202201740,0
191,south-florida,200,28,54,0.519,21,34,0.618,7,20,0.35,12,19,0.632,6,22,28,14,4,5,18,19,75,28,60,0.467,19,40,0.475,9,20,0.45,20,24,0.833,11,19,30,20,14,4,11,18,85,202201740,1
192,marshall,200,26,62,0.419,17,32,0.531,9,30,0.3,15,24,0.625,6,26,32,10,4,2,10,22,76,32,60,0.533,23,44,0.523,9,16,0.563,18,29,0.621,7,32,39,18,4,4,10,17,91,202201741,1
193,southern-mississippi,200,32,60,0.533,23,44,0.523,9,16,0.563,18,29,0.621,7,32,39,18,4,4,10,17,91,26,62,0.419,17,32,0.531,9,30,0.3,15,24,0.625,6,26,32,10,4,2,10,22,76,202201741,0
194,saint-francis-pa,200,27,57,0.474,22,41,0.537,5,16,0.313,19,23,0.826,11,30,41,14,7,4,11,11,78,24,68,0.353,16,43,0.372,8,25,0.32,5,6,0.833,12,19,31,11,5,0,10,17,61,202201742,0
195,st-francis-ny,200,24,68,0.353,16,43,0.372,8,25,0.32,5,6,0.833,12,19,31,11,5,0,10,17,61,27,57,0.474,22,41,0.537,5,16,0.313,19,23,0.826,11,30,41,14,7,4,11,11,78,202201742,1
196,colorado,200,26,49,0.531,17,27,0.63,9,22,0.409,20,28,0.714,6,29,35,19,4,6,22,22,81,27,60,0.45,21,41,0.512,6,19,0.316,14,24,0.583,8,19,27,13,11,1,12,26,74,202201743,0
197,stanford,200,27,60,0.45,21,41,0.512,6,19,0.316,14,24,0.583,8,19,27,13,11,1,12,26,74,26,49,0.531,17,27,0.63,9,22,0.409,20,28,0.714,6,29,35,19,4,6,22,22,81,202201743,1
198,eastern-illinois,225,26,58,0.448,16,36,0.444,10,22,0.455,15,17,0.882,9,20,29,18,1,1,14,18,77,23,52,0.442,15,31,0.484,8,21,0.381,13,20,0.65,9,19,28,12,5,3,16,18,67,202201744,0
199,tennessee-state,225,23,52,0.442,15,31,0.484,8,21,0.381,13,20,0.65,9,19,28,12,5,3,16,18,67,26,58,0.448,16,36,0.444,10,22,0.455,15,17,0.882,9,20,29,18,1,1,14,18,77,202201744,1
200,alabama-birmingham,200,22,56,0.393,16,36,0.444,6,20,0.3,9,18,0.5,9,24,33,12,2,1,12,17,59,22,48,0.458,18,34,0.529,4,14,0.286,15,25,0.6,3,27,30,15,7,4,10,16,63,202201745,1
201,texas-el-paso,200,22,48,0.458,18,34,0.529,4,14,0.286,15,25,0.6,3,27,30,15,7,4,10,16,63,22,56,0.393,16,36,0.444,6,20,0.3,9,18,0.5,9,24,33,12,2,1,12,17,59,202201745,0
202,middle-tennessee,200,25,54,0.463,18,35,0.514,7,19,0.368,12,14,0.857,10,24,34,16,4,2,13,16,69,22,56,0.393,17,39,0.436,5,17,0.294,10,14,0.714,9,17,26,10,6,1,9,16,59,202201746,0
203,texas-san-antonio,200,22,56,0.393,17,39,0.436,5,17,0.294,10,14,0.714,9,17,26,10,6,1,9,16,59,25,54,0.463,18,35,0.514,7,19,0.368,12,14,0.857,10,24,34,16,4,2,13,16,69,202201746,1
204,drexel,250,36,80,0.45,29,60,0.483,7,20,0.35,24,34,0.706,12,26,38,17,12,3,10,33,103,30,62,0.484,23,45,0.511,7,17,0.412,37,50,0.74,10,33,43,14,5,5,19,25,104,202201747,1
205,towson,250,30,62,0.484,23,45,0.511,7,17,0.412,37,50,0.74,10,33,43,14,5,5,19,25,104,36,80,0.45,29,60,0.483,7,20,0.35,24,34,0.706,12,26,38,17,12,3,10,33,103,202201747,0
206,east-tennessee-state,200,30,53,0.566,21,33,0.636,9,20,0.45,12,22,0.545,7,26,33,10,3,5,14,22,81,21,60,0.35,13,35,0.371,8,25,0.32,21,27,0.778,13,21,34,8,8,4,10,22,71,202201748,0
207,virginia-military-institute,200,21,60,0.35,13,35,0.371,8,25,0.32,21,27,0.778,13,21,34,8,8,4,10,22,71,30,53,0.566,21,33,0.636,9,20,0.45,12,22,0.545,7,26,33,10,3,5,14,22,81,202201748,1
208,southern-utah,200,27,62,0.435,24,49,0.49,3,13,0.231,17,23,0.739,17,22,39,7,5,1,14,25,74,27,51,0.529,15,28,0.536,12,23,0.522,24,31,0.774,7,22,29,20,5,3,10,19,90,202201749,1
209,weber-state,200,27,51,0.529,15,28,0.536,12,23,0.522,24,31,0.774,7,22,29,20,5,3,10,19,90,27,62,0.435,24,49,0.49,3,13,0.231,17,23,0.739,17,22,39,7,5,1,14,25,74,202201749,0
210,northeastern,200,27,55,0.491,18,35,0.514,9,20,0.45,6,11,0.545,6,14,20,10,4,8,13,13,69,36,56,0.643,26,37,0.703,10,19,0.526,12,16,0.75,7,24,31,27,5,8,10,16,94,202201750,1
211,william-mary,200,36,56,0.643,26,37,0.703,10,19,0.526,12,16,0.75,7,24,31,27,5,8,10,16,94,27,55,0.491,18,35,0.514,9,20,0.45,6,11,0.545,6,14,20,10,4,8,13,13,69,202201750,0
212,oakland,200,32,63,0.508,24,41,0.585,8,22,0.364,18,18,1,12,32,44,22,8,2,14,12,90,31,67,0.463,25,51,0.49,6,16,0.375,8,14,0.571,8,15,23,13,10,0,11,12,76,202201751,0
213,youngstown-state,200,31,67,0.463,25,51,0.49,6,16,0.375,8,14,0.571,8,15,23,13,10,0,11,12,76,32,63,0.508,24,41,0.585,8,22,0.364,18,18,1,12,32,44,22,8,2,14,12,90,202201751,1
214,buffalo,200,33,66,0.5,22,42,0.524,11,24,0.458,19,22,0.864,8,26,34,20,6,1,11,24,96,25,52,0.481,21,37,0.568,4,15,0.267,15,24,0.625,5,20,25,12,2,7,18,21,69,20320171,0
215,ball-state,200,25,52,0.481,21,37,0.568,4,15,0.267,15,24,0.625,5,20,25,12,2,7,18,21,69,33,66,0.5,22,42,0.524,11,24,0.458,19,22,0.864,8,26,34,20,6,1,11,24,96,20320171,1
216,western-michigan,200,33,64,0.516,24,41,0.585,9,23,0.391,7,10,0.7,7,22,29,15,3,7,14,18,82,28,62,0.452,15,30,0.5,13,32,0.406,17,19,0.895,6,19,25,11,6,1,11,14,86,20320172,1
217,central-michigan,200,28,62,0.452,15,30,0.5,13,32,0.406,17,19,0.895,6,19,25,11,6,1,11,14,86,33,64,0.516,24,41,0.585,9,23,0.391,7,10,0.7,7,22,29,15,3,7,14,18,82,20320172,0
218,yale,200,27,55,0.491,17,33,0.515,10,22,0.455,23,26,0.885,6,24,30,22,4,7,14,15,87,28,64,0.438,17,37,0.459,11,27,0.407,11,16,0.688,11,22,33,16,6,5,13,18,78,20320173,0
219,columbia,200,28,64,0.438,17,37,0.459,11,27,0.407,11,16,0.688,11,22,33,16,6,5,13,18,78,27,55,0.491,17,33,0.515,10,22,0.455,23,26,0.885,6,24,30,22,4,7,14,15,87,20320173,1
220,brown,200,27,56,0.482,17,36,0.472,10,20,0.5,17,22,0.773,7,27,34,12,7,3,11,19,81,27,55,0.491,21,34,0.618,6,21,0.286,10,20,0.5,5,21,26,16,0,6,11,16,70,20320174,0
221,cornell,200,27,55,0.491,21,34,0.618,6,21,0.286,10,20,0.5,5,21,26,16,0,6,11,16,70,27,56,0.482,17,36,0.472,10,20,0.5,17,22,0.773,7,27,34,12,7,3,11,19,81,20320174,1
222,princeton,200,26,60,0.433,18,35,0.514,8,25,0.32,9,11,0.818,8,24,32,7,5,5,6,9,69,26,53,0.491,18,33,0.545,8,20,0.4,4,7,0.571,4,26,30,9,3,0,11,16,64,20320175,0
223,dartmouth,200,26,53,0.491,18,33,0.545,8,20,0.4,4,7,0.571,4,26,30,9,3,0,11,16,64,26,60,0.433,18,35,0.514,8,25,0.32,9,11,0.818,8,24,32,7,5,5,6,9,69,20320175,1
224,rhode-island,200,23,54,0.426,15,37,0.405,8,17,0.471,16,30,0.533,7,30,37,11,7,4,8,23,70,19,54,0.352,15,30,0.5,4,24,0.167,17,26,0.654,7,27,34,13,1,4,12,25,59,20320176,0
225,davidson,200,19,54,0.352,15,30,0.5,4,24,0.167,17,26,0.654,7,27,34,13,1,4,12,25,59,23,54,0.426,15,37,0.405,8,17,0.471,16,30,0.533,7,30,37,11,7,4,8,23,70,20320176,1
226,pennsylvania,200,21,57,0.368,15,33,0.455,6,24,0.25,11,17,0.647,10,25,35,9,4,4,19,13,59,26,63,0.413,17,33,0.515,9,30,0.3,8,12,0.667,9,25,34,15,11,6,9,15,69,20320177,1
227,harvard,200,26,63,0.413,17,33,0.515,9,30,0.3,8,12,0.667,9,25,34,15,11,6,9,15,69,21,57,0.368,15,33,0.455,6,24,0.25,11,17,0.647,10,25,35,9,4,4,19,13,59,20320177,0
228,saint-peters,225,26,63,0.413,19,38,0.5,7,25,0.28,11,20,0.55,7,27,34,14,9,7,5,16,70,26,60,0.433,19,36,0.528,7,24,0.292,12,14,0.857,5,34,39,5,3,7,11,16,71,20320178,1
229,monmouth,225,26,60,0.433,19,36,0.528,7,24,0.292,12,14,0.857,5,34,39,5,3,7,11,16,71,26,63,0.413,19,38,0.5,7,25,0.28,11,20,0.55,7,27,34,14,9,7,5,16,70,20320178,0
230,iona,200,35,63,0.556,22,41,0.537,13,22,0.591,12,21,0.571,11,23,34,18,9,6,12,14,95,30,77,0.39,27,61,0.443,3,16,0.188,13,16,0.813,19,21,40,17,5,4,12,16,76,20320179,0
231,rider,200,30,77,0.39,27,61,0.443,3,16,0.188,13,16,0.813,19,21,40,17,5,4,12,16,76,35,63,0.556,22,41,0.537,13,22,0.591,12,21,0.571,11,23,34,18,9,6,12,14,95,20320179,1
232,sam-houston-state,200,22,53,0.415,16,34,0.471,6,19,0.316,14,26,0.538,7,17,24,11,6,1,17,25,64,19,42,0.452,13,20,0.65,6,22,0.273,27,32,0.844,5,24,29,9,6,5,18,25,71,20420171,1
233,abilene-christian,200,19,42,0.452,13,20,0.65,6,22,0.273,27,32,0.844,5,24,29,9,6,5,18,25,71,22,53,0.415,16,34,0.471,6,19,0.316,14,26,0.538,7,17,24,11,6,1,17,25,64,20420171,0
234,wyoming,200,29,58,0.5,16,31,0.516,13,27,0.481,12,16,0.75,7,29,36,21,5,9,16,25,83,24,67,0.358,16,46,0.348,8,21,0.381,18,26,0.692,12,22,34,14,7,1,8,19,74,20420172,0
235,air-force,200,24,67,0.358,16,46,0.348,8,21,0.381,18,26,0.692,12,22,34,14,7,1,8,19,74,29,58,0.5,16,31,0.516,13,27,0.481,12,16,0.75,7,29,36,21,5,9,16,25,83,20420172,1
236,auburn,200,27,53,0.509,12,26,0.462,15,27,0.556,13,22,0.591,5,16,21,12,8,3,14,21,82,28,65,0.431,20,33,0.606,8,32,0.25,13,22,0.591,17,26,43,10,9,3,15,20,77,20420173,0
237,alabama,200,28,65,0.431,20,33,0.606,8,32,0.25,13,22,0.591,17,26,43,10,9,3,15,20,77,27,53,0.509,12,26,0.462,15,27,0.556,13,22,0.591,5,16,21,12,8,3,14,21,82,20420173,1
238,mississippi-valley-state,200,27,59,0.458,23,44,0.523,4,15,0.267,10,15,0.667,11,19,30,10,7,1,12,19,68,25,59,0.424,22,43,0.512,3,16,0.188,13,22,0.591,12,23,35,14,4,1,12,16,66,20420174,0
239,alabama-am,200,25,59,0.424,22,43,0.512,3,16,0.188,13,22,0.591,12,23,35,14,4,1,12,16,66,27,59,0.458,23,44,0.523,4,15,0.267,10,15,0.667,11,19,30,10,7,1,12,19,68,20420174,1
240,arkansas-pine-bluff,200,24,60,0.4,16,35,0.457,8,25,0.32,9,14,0.643,12,21,33,12,3,2,13,26,65,23,47,0.489,16,25,0.64,7,22,0.318,24,37,0.649,9,27,36,14,8,2,11,13,77,20420175,1
241,alabama-state,200,23,47,0.489,16,25,0.64,7,22,0.318,24,37,0.649,9,27,36,14,8,2,11,13,77,24,60,0.4,16,35,0.457,8,25,0.32,9,14,0.643,12,21,33,12,3,2,13,26,65,20420175,0
242,stony-brook,200,23,48,0.479,16,30,0.533,7,18,0.389,19,24,0.792,8,20,28,8,6,7,14,20,72,21,52,0.404,18,42,0.429,3,10,0.3,20,23,0.87,11,14,25,12,8,2,13,24,65,20420176,0
243,albany-ny,200,21,52,0.404,18,42,0.429,3,10,0.3,20,23,0.87,11,14,25,12,8,2,13,24,65,23,48,0.479,16,30,0.533,7,18,0.389,19,24,0.792,8,20,28,8,6,7,14,20,72,20420176,1
244,jackson-state,200,19,58,0.328,12,33,0.364,7,25,0.28,13,19,0.684,15,23,38,10,7,4,14,19,58,21,52,0.404,17,34,0.5,4,18,0.222,23,29,0.793,11,25,36,12,5,3,11,17,69,20420177,1
245,alcorn-state,200,21,52,0.404,17,34,0.5,4,18,0.222,23,29,0.793,11,25,36,12,5,3,11,17,69,19,58,0.328,12,33,0.364,7,25,0.28,13,19,0.684,15,23,38,10,7,4,14,19,58,20420177,0
246,lehigh,200,29,49,0.592,25,35,0.714,4,14,0.286,8,11,0.727,3,25,28,10,9,0,13,14,70,21,50,0.42,16,34,0.471,5,16,0.313,8,11,0.727,5,18,23,11,7,1,12,13,55,20420178,0
247,american,200,21,50,0.42,16,34,0.471,5,16,0.313,8,11,0.727,5,18,23,11,7,1,12,13,55,29,49,0.592,25,35,0.714,4,14,0.286,8,11,0.727,3,25,28,10,9,0,13,14,70,20420178,1
248,coastal-carolina,200,29,52,0.558,21,34,0.618,8,18,0.444,16,18,0.889,3,23,26,11,4,1,12,18,82,28,58,0.483,21,36,0.583,7,22,0.318,12,15,0.8,6,18,24,16,5,4,10,17,75,20420179,0
249,arkansas-little-rock,200,28,58,0.483,21,36,0.583,7,22,0.318,12,15,0.8,6,18,24,16,5,4,10,17,75,29,52,0.558,21,34,0.618,8,18,0.444,16,18,0.889,3,23,26,11,4,1,12,18,82,20420179,1
250,appalachian-state,200,26,57,0.456,17,35,0.486,9,22,0.409,17,22,0.773,5,31,36,11,4,4,14,33,78,26,60,0.433,21,42,0.5,5,18,0.278,22,37,0.595,8,27,35,9,0,6,8,23,79,204201710,1
251,arkansas-state,200,26,60,0.433,21,42,0.5,5,18,0.278,22,37,0.595,8,27,35,9,0,6,8,23,79,26,57,0.456,17,35,0.486,9,22,0.409,17,22,0.773,5,31,36,11,4,4,14,33,78,204201710,0
252,tennessee-state,200,25,49,0.51,18,27,0.667,7,22,0.318,13,16,0.813,7,28,35,8,4,3,16,21,70,23,53,0.434,18,34,0.529,5,19,0.263,15,21,0.714,4,17,21,8,6,0,7,14,66,204201711,0
253,austin-peay,200,23,53,0.434,18,34,0.529,5,19,0.263,15,21,0.714,4,17,21,8,6,0,7,14,66,25,49,0.51,18,27,0.667,7,22,0.318,13,16,0.813,7,28,35,8,4,3,16,21,70,204201711,1
254,kansas-state,200,23,53,0.434,17,36,0.472,6,17,0.353,4,12,0.333,6,22,28,14,7,4,11,18,56,20,52,0.385,13,34,0.382,7,18,0.389,7,13,0.538,9,22,31,12,3,2,16,18,54,204201712,0
255,baylor,200,20,52,0.385,13,34,0.382,7,18,0.389,7,13,0.538,9,22,31,12,3,2,16,18,54,23,53,0.434,17,36,0.472,6,17,0.353,4,12,0.333,6,22,28,14,7,4,11,18,56,204201712,1
256,delaware-state,225,30,63,0.476,18,34,0.529,12,29,0.414,16,21,0.762,10,21,31,20,8,3,16,16,88,28,64,0.438,19,39,0.487,9,25,0.36,17,20,0.85,13,24,37,23,7,1,17,19,82,204201713,0
257,bethune-cookman,225,28,64,0.438,19,39,0.487,9,25,0.36,17,20,0.85,13,24,37,23,7,1,17,19,82,30,63,0.476,18,34,0.529,12,29,0.414,16,21,0.762,10,21,31,20,8,3,16,16,88,204201713,1
258,utah-state,200,24,59,0.407,19,47,0.404,5,12,0.417,17,24,0.708,13,22,35,12,4,4,10,22,70,26,56,0.464,20,36,0.556,6,20,0.3,14,23,0.609,7,21,28,11,4,4,10,16,72,204201714,1
259,boise-state,200,26,56,0.464,20,36,0.556,6,20,0.3,14,23,0.609,7,21,28,11,4,4,10,16,72,24,59,0.407,19,47,0.404,5,12,0.417,17,24,0.708,13,22,35,12,4,4,10,22,70,204201714,0
260,louisville,200,34,59,0.576,28,45,0.622,6,14,0.429,16,19,0.842,5,27,32,10,8,5,9,18,90,25,55,0.455,17,31,0.548,8,24,0.333,9,13,0.692,2,18,20,11,4,0,14,13,67,204201715,0
261,boston-college,200,25,55,0.455,17,31,0.548,8,24,0.333,9,13,0.692,2,18,20,11,4,0,14,13,67,34,59,0.576,28,45,0.622,6,14,0.429,16,19,0.842,5,27,32,10,8,5,9,18,90,204201715,1
262,toledo,250,36,65,0.554,22,37,0.595,14,28,0.5,14,24,0.583,11,23,34,16,4,4,16,26,100,37,63,0.587,28,51,0.549,9,12,0.75,21,32,0.656,7,22,29,14,10,2,12,19,104,204201716,1
263,bowling-green-state,250,37,63,0.587,28,51,0.549,9,12,0.75,21,32,0.656,7,22,29,14,10,2,12,19,104,36,65,0.554,22,37,0.595,14,28,0.5,14,24,0.583,11,23,34,16,4,4,16,26,100,204201716,0
264,drake,200,24,60,0.4,17,34,0.5,7,26,0.269,17,23,0.739,10,28,38,13,9,2,12,26,72,22,53,0.415,14,33,0.424,8,20,0.4,27,35,0.771,7,24,31,16,5,4,12,18,79,204201717,1
265,bradley,200,22,53,0.415,14,33,0.424,8,20,0.4,27,35,0.771,7,24,31,16,5,4,12,18,79,24,60,0.4,17,34,0.5,7,26,0.269,17,23,0.739,10,28,38,13,9,2,12,26,72,204201717,0
266,portland,200,19,58,0.328,14,40,0.35,5,18,0.278,19,23,0.826,7,27,34,8,4,3,13,31,62,21,54,0.389,18,38,0.474,3,16,0.188,28,39,0.718,7,28,35,12,9,7,10,20,73,204201718,1
267,brigham-young,200,21,54,0.389,18,38,0.474,3,16,0.188,28,39,0.718,7,28,35,12,9,7,10,20,73,19,58,0.328,14,40,0.35,5,18,0.278,19,23,0.826,7,27,34,8,4,3,13,31,62,204201718,0
268,california-riverside,200,20,47,0.426,13,30,0.433,7,17,0.412,20,23,0.87,10,30,40,12,3,1,13,13,67,22,60,0.367,12,23,0.522,10,37,0.27,2,7,0.286,10,19,29,11,6,4,6,20,56,204201719,0
269,cal-poly,200,22,60,0.367,12,23,0.522,10,37,0.27,2,7,0.286,10,19,29,11,6,4,6,20,56,20,47,0.426,13,30,0.433,7,17,0.412,20,23,0.87,10,30,40,12,3,1,13,13,67,204201719,1
270,hawaii,200,25,56,0.446,17,33,0.515,8,23,0.348,18,22,0.818,10,22,32,13,4,1,13,17,76,27,61,0.443,24,46,0.522,3,15,0.2,15,21,0.714,13,23,36,12,7,2,13,23,72,204201720,0
271,cal-state-northridge,200,27,61,0.443,24,46,0.522,3,15,0.2,15,21,0.714,13,23,36,12,7,2,13,23,72,25,56,0.446,17,33,0.515,8,23,0.348,18,22,0.818,10,22,32,13,4,1,13,17,76,204201720,1
272,california-davis,200,21,54,0.389,16,39,0.41,5,15,0.333,20,32,0.625,14,23,37,11,3,1,12,15,67,24,55,0.436,17,35,0.486,7,20,0.35,9,13,0.692,7,23,30,16,3,2,13,21,64,204201721,0
273,california-santa-barbara,200,24,55,0.436,17,35,0.486,7,20,0.35,9,13,0.692,7,23,30,16,3,2,13,21,64,21,54,0.389,16,39,0.41,5,15,0.333,20,32,0.625,14,23,37,11,3,1,12,15,67,204201721,1
274,southeastern-louisiana,200,25,70,0.357,16,41,0.39,9,29,0.31,7,10,0.7,13,22,35,13,4,2,10,14,66,25,51,0.49,18,35,0.514,7,16,0.438,11,15,0.733,2,30,32,15,5,3,15,12,68,204201722,1
275,central-arkansas,200,25,51,0.49,18,35,0.514,7,16,0.438,11,15,0.733,2,30,32,15,5,3,15,12,68,25,70,0.357,16,41,0.39,9,29,0.31,7,10,0.7,13,22,35,13,4,2,10,14,66,204201722,0
276,memphis,200,19,63,0.302,14,40,0.35,5,23,0.217,14,16,0.875,9,20,29,14,5,1,7,25,57,23,43,0.535,15,27,0.556,8,16,0.5,18,36,0.5,6,32,38,14,4,5,14,20,72,204201723,1
277,central-florida,200,23,43,0.535,15,27,0.556,8,16,0.5,18,36,0.5,6,32,38,14,4,5,14,20,72,19,63,0.302,14,40,0.35,5,23,0.217,14,16,0.875,9,20,29,14,5,1,7,25,57,204201723,0
278,presbyterian,225,26,63,0.413,24,47,0.511,2,16,0.125,11,13,0.846,10,30,40,15,2,4,13,19,65,22,67,0.328,12,30,0.4,10,37,0.27,17,22,0.773,12,25,37,15,9,5,7,14,71,204201724,1
279,charleston-southern,225,22,67,0.328,12,30,0.4,10,37,0.27,17,22,0.773,12,25,37,15,9,5,7,14,71,26,63,0.413,24,47,0.511,2,16,0.125,11,13,0.846,10,30,40,15,2,4,13,19,65,204201724,0
280,florida-international,200,31,63,0.492,27,48,0.563,4,15,0.267,14,18,0.778,10,16,26,11,9,0,8,21,80,34,57,0.596,23,34,0.676,11,23,0.478,16,17,0.941,5,23,28,12,4,0,12,16,95,204201725,1
281,charlotte,200,34,57,0.596,23,34,0.676,11,23,0.478,16,17,0.941,5,23,28,12,4,0,12,16,95,31,63,0.492,27,48,0.563,4,15,0.267,14,18,0.778,10,16,26,11,9,0,8,21,80,204201725,0
282,western-carolina,200,25,45,0.556,20,35,0.571,5,10,0.5,10,13,0.769,4,18,22,10,7,0,19,25,65,24,48,0.5,17,26,0.654,7,22,0.318,22,30,0.733,7,14,21,14,14,2,12,15,77,204201726,1
283,chattanooga,200,24,48,0.5,17,26,0.654,7,22,0.318,22,30,0.733,7,14,21,14,14,2,12,15,77,25,45,0.556,20,35,0.571,5,10,0.5,10,13,0.769,4,18,22,10,7,0,19,25,65,204201726,0
284,connecticut,200,24,57,0.421,15,39,0.385,9,18,0.5,11,14,0.786,6,21,27,14,4,2,11,14,68,30,60,0.5,18,34,0.529,12,26,0.462,10,12,0.833,7,26,33,22,5,4,8,11,82,204201727,1
285,cincinnati,200,30,60,0.5,18,34,0.529,12,26,0.462,10,12,0.833,7,26,33,22,5,4,8,11,82,24,57,0.421,15,39,0.385,9,18,0.5,11,14,0.786,6,21,27,14,4,2,11,14,68,204201727,0
286,furman,200,33,59,0.559,20,35,0.571,13,24,0.542,20,24,0.833,9,29,38,22,4,3,16,14,99,33,72,0.458,21,38,0.553,12,34,0.353,13,19,0.684,11,18,29,21,10,2,8,20,91,204201728,0
287,citadel,200,33,72,0.458,21,38,0.553,12,34,0.353,13,19,0.684,11,18,29,21,10,2,8,20,91,33,59,0.559,20,35,0.571,13,24,0.542,20,24,0.833,9,29,38,22,4,3,16,14,99,204201728,1
288,oakland,200,19,50,0.38,15,39,0.385,4,11,0.364,11,18,0.611,15,31,46,12,5,6,24,11,53,21,64,0.328,17,42,0.405,4,22,0.182,5,9,0.556,11,13,24,9,12,5,10,15,51,204201729,0
289,cleveland-state,200,21,64,0.328,17,42,0.405,4,22,0.182,5,9,0.556,11,13,24,9,12,5,10,15,51,19,50,0.38,15,39,0.385,4,11,0.364,11,18,0.611,15,31,46,12,5,6,24,11,53,204201729,1
290,navy,200,19,58,0.328,15,37,0.405,4,21,0.19,10,14,0.714,10,19,29,6,9,1,11,10,52,21,46,0.457,14,23,0.609,7,23,0.304,6,7,0.857,7,26,33,13,7,1,17,14,55,204201730,1
291,colgate,200,21,46,0.457,14,23,0.609,7,23,0.304,6,7,0.857,7,26,33,13,7,1,17,14,55,19,58,0.328,15,37,0.405,4,21,0.19,10,14,0.714,10,19,29,6,9,1,11,10,52,204201730,0
292,elon,200,20,60,0.333,10,29,0.345,10,31,0.323,8,14,0.571,6,30,36,10,3,4,9,17,58,23,55,0.418,15,31,0.484,8,24,0.333,17,22,0.773,2,38,40,10,4,4,9,14,71,204201731,1
293,college-of-charleston,200,23,55,0.418,15,31,0.484,8,24,0.333,17,22,0.773,2,38,40,10,4,4,9,14,71,20,60,0.333,10,29,0.345,10,31,0.323,8,14,0.571,6,30,36,10,3,4,9,17,58,204201731,0
294,brown,200,24,58,0.414,13,27,0.481,11,31,0.355,19,23,0.826,6,19,25,18,5,1,18,18,78,30,54,0.556,20,32,0.625,10,22,0.455,13,20,0.65,5,24,29,23,13,7,18,23,83,204201732,1
295,columbia,200,30,54,0.556,20,32,0.625,10,22,0.455,13,20,0.65,5,24,29,23,13,7,18,23,83,24,58,0.414,13,27,0.481,11,31,0.355,19,23,0.826,6,19,25,18,5,1,18,18,78,204201732,0
296,yale,200,26,55,0.473,23,42,0.548,3,13,0.231,23,28,0.821,5,22,27,14,10,4,11,13,78,28,63,0.444,24,39,0.615,4,24,0.167,11,12,0.917,9,25,34,12,6,1,16,22,71,204201733,0
297,cornell,200,28,63,0.444,24,39,0.615,4,24,0.167,11,12,0.917,9,25,34,12,6,1,16,22,71,26,55,0.473,23,42,0.548,3,13,0.231,23,28,0.821,5,22,27,14,10,4,11,13,78,204201733,1
298,xavier,200,32,63,0.508,22,41,0.537,10,22,0.455,8,14,0.571,9,27,36,18,7,3,8,17,82,28,59,0.475,15,31,0.484,13,28,0.464,11,21,0.524,8,22,30,17,3,6,9,16,80,204201734,0
299,creighton,200,28,59,0.475,15,31,0.484,13,28,0.464,11,21,0.524,8,22,30,17,3,6,9,16,80,32,63,0.508,22,41,0.537,10,22,0.455,8,14,0.571,9,27,36,18,7,3,8,17,82,204201734,1
